label,uptime_s,rss_mb,footprint_mb,cpu_s,wakeups,idle_wakeups
B,-0.0,59.83,21.52,0.007,39,2
B,5.1,59.86,21.55,0.011,61,7
B,10.1,59.38,19.11,0.015,85,12
B,15.1,59.38,19.11,0.018,108,14
